일자|시간|구분,공급량
2019-01-01 01 H,443.8856505660018
2019-01-01 02 H,359.9529930490869
2019-01-01 03 H,322.66424055596076
2019-01-01 04 H,357.44340693584854
2019-01-01 05 H,406.11816551103595
2019-01-01 06 H,415.4126884212519
2019-01-01 07 H,475.7614237830513
2019-01-01 08 H,593.9480329559727
2019-01-01 09 H,608.0608616985387
2019-01-01 10 H,589.5177605053477
2019-01-01 11 H,567.2274242810556
2019-01-01 12 H,513.0676102566013
2019-01-01 13 H,479.45860672371225
2019-01-01 14 H,457.84892564535255
2019-01-01 15 H,429.50815143655836
2019-01-01 16 H,416.7425048559519
2019-01-01 17 H,433.3112715345041
2019-01-01 18 H,499.99159909803404
2019-01-01 19 H,579.1715746741339
2019-01-01 20 H,606.2032147036523
2019-01-01 21 H,611.9660770337844
2019-01-01 22 H,581.1500878361294
2019-01-01 23 H,557.5129001050566
2019-01-01 24 H,531.8642919202468
2019-01-02 01 H,458.12780233129774
2019-01-02 02 H,380.1043592055081
2019-01-02 03 H,347.3458491971165
2019-01-02 04 H,375.2578838250573
2019-01-02 05 H,419.402684418474
2019-01-02 06 H,427.95917276049835
2019-01-02 07 H,492.78528007723344
2019-01-02 08 H,609.2840915789568
2019-01-02 09 H,625.9171028614207
2019-01-02 10 H,605.6258668518099
2019-01-02 11 H,588.1992221453565
2019-01-02 12 H,519.2925605190337
2019-01-02 13 H,479.8327574748159
2019-01-02 14 H,454.15467472543025
2019-01-02 15 H,423.3481965417403
2019-01-02 16 H,403.5590491268709
2019-01-02 17 H,432.4419015608286
2019-01-02 18 H,488.32466930875825
2019-01-02 19 H,589.0540272255625
2019-01-02 20 H,630.0653548298749
2019-01-02 21 H,635.3256314155533
2019-01-02 22 H,579.108895907407
2019-01-02 23 H,573.7894583867039
2019-01-02 24 H,525.7751690444732
2019-01-03 01 H,464.4629659056851
2019-01-03 02 H,386.9297870537337
2019-01-03 03 H,350.16938208127675
2019-01-03 04 H,364.34466011219786
2019-01-03 05 H,411.9021185028314
2019-01-03 06 H,421.0695651755712
2019-01-03 07 H,485.33802262008305
2019-01-03 08 H,606.3251688441777
2019-01-03 09 H,620.8580460209812
2019-01-03 10 H,593.439538938921
2019-01-03 11 H,584.25113871658
2019-01-03 12 H,502.14091751650477
2019-01-03 13 H,467.5882304046526
2019-01-03 14 H,439.7489680139106
2019-01-03 15 H,411.5213633402145
2019-01-03 16 H,400.36358967412474
2019-01-03 17 H,428.96020730550754
2019-01-03 18 H,491.71342252588954
2019-01-03 19 H,602.4077448192768
2019-01-03 20 H,635.1759633875306
2019-01-03 21 H,635.0997043516035
2019-01-03 22 H,607.2046421854097
2019-01-03 23 H,566.1818206968021
2019-01-03 24 H,519.2758680415906
