일자|시간|구분,공급량
2019-01-01 01 A,1957.9598445175059
2019-01-01 02 A,1720.0726666508294
2019-01-01 03 A,1595.9367561270192
2019-01-01 04 A,1626.4645051155308
2019-01-01 05 A,1825.0736591708096
2019-01-01 06 A,1975.654520300235
2019-01-01 07 A,2287.8423519144353
2019-01-01 08 A,2736.4433555771466
2019-01-01 09 A,2894.403430612817
2019-01-01 10 A,2800.7671514255194
2019-01-01 11 A,2672.5521615832595
2019-01-01 12 A,2562.709117925404
2019-01-01 13 A,2396.1336962788223
2019-01-01 14 A,2216.152423601703
2019-01-01 15 A,2084.0103481384376
2019-01-01 16 A,2019.3401390512413
2019-01-01 17 A,2057.8895185211195
2019-01-01 18 A,2344.4574767235185
2019-01-01 19 A,2564.161934287191
2019-01-01 20 A,2646.1621420729293
2019-01-01 21 A,2565.258942539178
2019-01-01 22 A,2382.51716836738
2019-01-01 23 A,2395.898847720281
2019-01-01 24 A,2352.8046661587764
2019-01-02 01 A,1949.9234054668095
2019-01-02 02 A,1750.9344166242306
2019-01-02 03 A,1640.4114359827524
2019-01-02 04 A,1640.95503513451
2019-01-02 05 A,1856.750059068684
2019-01-02 06 A,2008.7210138243013
2019-01-02 07 A,2305.3120083734166
2019-01-02 08 A,2718.2508073929584
2019-01-02 09 A,2916.9665398297147
2019-01-02 10 A,2746.2376485928908
2019-01-02 11 A,2677.9977362057098
2019-01-02 12 A,2490.3736203928484
2019-01-02 13 A,2330.4848294406656
2019-01-02 14 A,2156.665711845599
2019-01-02 15 A,2037.109998979252
2019-01-02 16 A,1914.2934336446092
2019-01-02 17 A,1970.4653705034893
2019-01-02 18 A,2236.1502812580975
2019-01-02 19 A,2584.6619254260427
2019-01-02 20 A,2699.707273173402
2019-01-02 21 A,2690.871437924484
2019-01-02 22 A,2440.7786937912506
2019-01-02 23 A,2448.4407305540844
2019-01-02 24 A,2277.2685352093813
2019-01-03 01 A,2079.0603268286022
2019-01-03 02 A,1758.0671900818343
2019-01-03 03 A,1642.0695330079993
2019-01-03 04 A,1596.0866246948563
2019-01-03 05 A,1795.429233042581
2019-01-03 06 A,1943.6288473180389
2019-01-03 07 A,2234.88569526012
2019-01-03 08 A,2720.367184900405
2019-01-03 09 A,2929.162411529369
2019-01-03 10 A,2726.5276826494182
2019-01-03 11 A,2702.0032106838225
2019-01-03 12 A,2441.686369599985
2019-01-03 13 A,2267.039611019877
2019-01-03 14 A,2034.4511224823425
2019-01-03 15 A,1923.1147338165138
2019-01-03 16 A,1863.084905983823
2019-01-03 17 A,1973.5872320225103
2019-01-03 18 A,2273.4673760905953
2019-01-03 19 A,2669.6240755886456
2019-01-03 20 A,2744.084952084728
2019-01-03 21 A,2631.5218690460324
2019-01-03 22 A,2519.203716899248
2019-01-03 23 A,2383.4704970149887
2019-01-03 24 A,2255.3490921378207
2019-01-04 01 A,1912.7275722769004
2019-01-04 02 A,1655.8396015346577
2019-01-04 03 A,1523.340856276607
2019-01-04 04 A,1535.8862164450693
2019-01-04 05 A,1716.919156777295
2019-01-04 06 A,1882.5984135213853
2019-01-04 07 A,2169.3629578544565
2019-01-04 08 A,2596.452524328497
2019-01-04 09 A,2757.6093424721976
2019-01-04 10 A,2683.244789403604
2019-01-04 11 A,2591.5460642726257
2019-01-04 12 A,2399.075637317543
2019-01-04 13 A,2223.9110911260886
2019-01-04 14 A,2041.4866983720106
2019-01-04 15 A,1920.1770393440406
2019-01-04 16 A,1871.4090997467465
2019-01-04 17 A,1972.0496293926171
2019-01-04 18 A,2181.0154920201903
2019-01-04 19 A,2487.598061417976
2019-01-04 20 A,2522.49585892871
2019-01-04 21 A,2522.953524904306
2019-01-04 22 A,2420.185178627794
2019-01-04 23 A,2344.4964399429837
2019-01-04 24 A,2213.548519228498
2019-01-05 01 A,2079.948127763608
2019-01-05 02 A,1823.9314010776006
2019-01-05 03 A,1664.0087731002932
2019-01-05 04 A,1623.7607118039987
2019-01-05 05 A,1769.4530668019888
2019-01-05 06 A,1835.743420330154
2019-01-05 07 A,1910.7309783130377
2019-01-05 08 A,2242.9001359458257
2019-01-05 09 A,2505.7854507633556
2019-01-05 10 A,2570.044081433003
2019-01-05 11 A,2497.7211532405354
2019-01-05 12 A,2261.1416217224923
2019-01-05 13 A,2122.6430669677784
2019-01-05 14 A,1954.8448388125676
2019-01-05 15 A,1840.3002802415817
2019-01-05 16 A,1783.0006919175971
2019-01-05 17 A,1879.8368629700535
2019-01-05 18 A,2054.0774702312374
2019-01-05 19 A,2384.950732932295
2019-01-05 20 A,2392.633486471639
2019-01-05 21 A,2371.656182042649
2019-01-05 22 A,2129.4668853302446
2019-01-05 23 A,2010.7237923885614
2019-01-05 24 A,2004.5580690373854
2019-01-06 01 A,1930.2666603770642
2019-01-06 02 A,1720.485117899836
2019-01-06 03 A,1594.7998973639938
2019-01-06 04 A,1600.062196182427
2019-01-06 05 A,1744.260837921593
2019-01-06 06 A,1815.969228294677
2019-01-06 07 A,1865.5366811458057
2019-01-06 08 A,2164.700517263179
2019-01-06 09 A,2410.7236780463754
2019-01-06 10 A,2478.533767417576
2019-01-06 11 A,2433.704860149335
2019-01-06 12 A,2202.80726163052
2019-01-06 13 A,2078.135182029962
2019-01-06 14 A,1886.1491384499213
2019-01-06 15 A,1803.6705889130405
2019-01-06 16 A,1758.7817400375152
2019-01-06 17 A,1866.7692920582926
2019-01-06 18 A,2150.332509599577
2019-01-06 19 A,2468.6719815759434
2019-01-06 20 A,2525.759606241587
2019-01-06 21 A,2511.729790375063
2019-01-06 22 A,2354.645909008148
2019-01-06 23 A,2272.0442969731885
2019-01-06 24 A,2154.6110368762193
2019-01-07 01 A,1846.6204318993832
2019-01-07 02 A,1663.9474467699647
2019-01-07 03 A,1582.5586769789006
2019-01-07 04 A,1581.905760736477
2019-01-07 05 A,1811.7289678378652
2019-01-07 06 A,1995.0729485239767
2019-01-07 07 A,2325.965713830936
2019-01-07 08 A,2770.0863316643035
2019-01-07 09 A,2901.066332164298
2019-01-07 10 A,2799.2107859438747
2019-01-07 11 A,2678.5245466881297
2019-01-07 12 A,2480.820725069345
2019-01-07 13 A,2333.02061437988
2019-01-07 14 A,2189.282770021492
2019-01-07 15 A,2025.2053321618912
2019-01-07 16 A,1920.0582603528946
2019-01-07 17 A,1997.1208037794977
2019-01-07 18 A,2281.9588589684913
2019-01-07 19 A,2530.8688608905823
2019-01-07 20 A,2626.2758764703876
2019-01-07 21 A,2557.967795667347
2019-01-07 22 A,2457.8633107450423
2019-01-07 23 A,2385.3931507519014
2019-01-07 24 A,2251.154989832675
2019-01-08 01 A,1885.6673770259995
2019-01-08 02 A,1675.8991994474582
2019-01-08 03 A,1556.9431225509372
2019-01-08 04 A,1559.035700607835
2019-01-08 05 A,1740.4416554331858
2019-01-08 06 A,1912.1680289207009
2019-01-08 07 A,2221.0266902452267
2019-01-08 08 A,2677.1719981681945
2019-01-08 09 A,2814.488567938082
2019-01-08 10 A,2733.778219009075
2019-01-08 11 A,2642.0693885116766
2019-01-08 12 A,2442.7159773191142
2019-01-08 13 A,2318.8121350938873
2019-01-08 14 A,2163.781296493071
2019-01-08 15 A,2039.3591448001382
2019-01-08 16 A,1978.1372649228324
2019-01-08 17 A,2028.5969294142144
2019-01-08 18 A,2277.990962333071
2019-01-08 19 A,2589.058212529688
2019-01-08 20 A,2689.402978701067
2019-01-08 21 A,2647.788067740087
2019-01-08 22 A,2538.111701057437
2019-01-08 23 A,2444.1543055896745
2019-01-08 24 A,2316.7300119541214
2019-01-09 01 A,2002.0316492759912
2019-01-09 02 A,1771.7675419081188
2019-01-09 03 A,1652.6648191371357
2019-01-09 04 A,1675.4573853797272
2019-01-09 05 A,1916.3197603723684
2019-01-09 06 A,2110.0385859801813
2019-01-09 07 A,2410.550176724085
2019-01-09 08 A,2918.520407501601
2019-01-09 09 A,2996.447009032304
2019-01-09 10 A,2828.823199301137
2019-01-09 11 A,2788.6949887707856
2019-01-09 12 A,2616.5869504504117
2019-01-09 13 A,2456.7546380662516
2019-01-09 14 A,2233.498860029221
2019-01-09 15 A,2110.199962754425
