일자|시간|구분,공급량
2019-01-01 01 B,1739.5261638260197
2019-01-01 02 B,1512.7239249124423
2019-01-01 03 B,1407.1019807462894
2019-01-01 04 B,1425.3413505782914
2019-01-01 05 B,1620.4895755163072
2019-01-01 06 B,1710.723776089677
2019-01-01 07 B,1980.088339866325
2019-01-01 08 B,2477.7430344630466
2019-01-01 09 B,2539.1806570461576
2019-01-01 10 B,2383.39320384439
2019-01-01 11 B,2275.4494433771674
2019-01-01 12 B,2082.6345639567307
2019-01-01 13 B,1905.1369788268225
2019-01-01 14 B,1789.9120505313554
2019-01-01 15 B,1685.3638563884715
2019-01-01 16 B,1689.9715527782519
2019-01-01 17 B,1724.066454446072
2019-01-01 18 B,1901.6336366709872
2019-01-01 19 B,2172.3591380965413
2019-01-01 20 B,2316.3253860064533
2019-01-01 21 B,2292.4058443541144
2019-01-01 22 B,2204.911668910608
2019-01-01 23 B,2148.221345932198
2019-01-01 24 B,2083.770953331147
2019-01-02 01 B,1723.7597434241416
2019-01-02 02 B,1474.2106571735035
2019-01-02 03 B,1353.5796743016963
2019-01-02 04 B,1433.9349570308636
2019-01-02 05 B,1612.5678000478888
2019-01-02 06 B,1698.3117805089196
2019-01-02 07 B,1999.308412681881
2019-01-02 08 B,2426.450182404471
2019-01-02 09 B,2551.1266621917575
2019-01-02 10 B,2357.82131311628
2019-01-02 11 B,2269.4791051297448
2019-01-02 12 B,2016.0462356982844
2019-01-02 13 B,1864.26030737564
2019-01-02 14 B,1782.8602036839839
2019-01-02 15 B,1676.795473247062
2019-01-02 16 B,1626.1097526932572
2019-01-02 17 B,1674.6366211826382
2019-01-02 18 B,1855.4015479131958
2019-01-02 19 B,2228.588446264722
2019-01-02 20 B,2365.2264406429663
2019-01-02 21 B,2394.400006641965
2019-01-02 22 B,2192.4345709415998
2019-01-02 23 B,2173.481185443301
2019-01-02 24 B,2077.9445877058934
2019-01-03 01 B,1794.4176570267095
2019-01-03 02 B,1521.3458820019864
2019-01-03 03 B,1400.5402496567756
2019-01-03 04 B,1358.912683598586
2019-01-03 05 B,1542.2068273614668
2019-01-03 06 B,1645.440179101805
2019-01-03 07 B,1944.81154983737
2019-01-03 08 B,2426.3020327709546
2019-01-03 09 B,2497.704505977168
2019-01-03 10 B,2366.871513591964
2019-01-03 11 B,2262.7887996872278
2019-01-03 12 B,1989.1600957522344
2019-01-03 13 B,1835.4260828686838
2019-01-03 14 B,1684.9398455249511
2019-01-03 15 B,1576.9133504002853
2019-01-03 16 B,1587.649072606892
2019-01-03 17 B,1652.6127680361137
2019-01-03 18 B,1864.717587745507
2019-01-03 19 B,2267.771315795706
2019-01-03 20 B,2386.477167934984
2019-01-03 21 B,2361.6715571213235
2019-01-03 22 B,2271.4810552448953
2019-01-03 23 B,2131.615005797352
2019-01-03 24 B,2028.5868304197593
2019-01-04 01 B,1674.4619340800468
2019-01-04 02 B,1419.8676300259383
2019-01-04 03 B,1296.3753060469821
2019-01-04 04 B,1309.9728646196188
2019-01-04 05 B,1479.8248704602604
2019-01-04 06 B,1559.7729282173332
2019-01-04 07 B,1865.1698871880822
2019-01-04 08 B,2321.2387862873193
2019-01-04 09 B,2434.6379370719606
2019-01-04 10 B,2307.443566459997
2019-01-04 11 B,2196.5123213134493
