일자|시간|구분,공급량
2019-01-01 01 G,3226.830369069312
2019-01-01 02 G,2836.639203930008
2019-01-01 03 G,2609.5529890402
2019-01-01 04 G,2649.3890246056962
2019-01-01 05 G,2783.5318366603324
2019-01-01 06 G,3009.6093737878646
2019-01-01 07 G,3589.771117105848
2019-01-01 08 G,4161.524404195064
2019-01-01 09 G,4303.66416309759
2019-01-01 10 G,4187.488010865137
2019-01-01 11 G,4013.9191934347086
2019-01-01 12 G,3694.980014702055
2019-01-01 13 G,3457.1261327041257
2019-01-01 14 G,3426.8013579837934
2019-01-01 15 G,3355.188935627869
2019-01-01 16 G,3300.1022754560886
2019-01-01 17 G,3361.765871312564
2019-01-01 18 G,3705.058461408842
2019-01-01 19 G,4168.980622860581
2019-01-01 20 G,4257.602997795386
2019-01-01 21 G,4218.159552534909
2019-01-01 22 G,4099.600222253354
2019-01-01 23 G,3966.897507621262
2019-01-01 24 G,3865.4575855006624
2019-01-02 01 G,3198.950972401719
2019-01-02 02 G,2863.06093652077
2019-01-02 03 G,2646.560867964885
2019-01-02 04 G,2721.830066969598
2019-01-02 05 G,2838.2558012489844
2019-01-02 06 G,3068.6435611285715
2019-01-02 07 G,3648.3237590855338
2019-01-02 08 G,4188.955409042241
2019-01-02 09 G,4383.05172975022
2019-01-02 10 G,4208.184935974883
2019-01-02 11 G,4063.1938922926065
2019-01-02 12 G,3710.823110544936
2019-01-02 13 G,3436.8282621689154
2019-01-02 14 G,3334.6228588650647
2019-01-02 15 G,3276.607001715679
2019-01-02 16 G,3248.930274055133
2019-01-02 17 G,3326.775820171511
2019-01-02 18 G,3655.170378753377
2019-01-02 19 G,4234.793021228094
2019-01-02 20 G,4399.21947293735
2019-01-02 21 G,4365.01565520513
2019-01-02 22 G,4057.5248032702266
2019-01-02 23 G,4081.2973621676038
2019-01-02 24 G,3813.717802363941
2019-01-03 01 G,3296.5521039163896
2019-01-03 02 G,2913.103234895074
2019-01-03 03 G,2714.239622923612
2019-01-03 04 G,2611.9500494765457
2019-01-03 05 G,2781.4690437228955
2019-01-03 06 G,3037.7091009887017
2019-01-03 07 G,3587.49361966621
2019-01-03 08 G,4190.075117474145
2019-01-03 09 G,4308.0031229734395
2019-01-03 10 G,4166.754851811092
2019-01-03 11 G,4025.869922060483
2019-01-03 12 G,3622.1706311188705
2019-01-03 13 G,3402.211589556344
2019-01-03 14 G,3273.2154182689546
2019-01-03 15 G,3215.8185728054955
2019-01-03 16 G,3178.198591916852
2019-01-03 17 G,3288.257047332012
2019-01-03 18 G,3709.823774965702
2019-01-03 19 G,4294.33781893972
2019-01-03 20 G,4441.137569349883
2019-01-03 21 G,4349.6199084826185
2019-01-03 22 G,4202.061189139291
2019-01-03 23 G,3994.0015054221044
2019-01-03 24 G,3775.6991462787605
2019-01-04 01 G,3112.3485919737686
2019-01-04 02 G,2748.2258816181256
2019-01-04 03 G,2494.508322480785
2019-01-04 04 G,2517.243551333398
2019-01-04 05 G,2576.266436802494
2019-01-04 06 G,2789.5028486850706
2019-01-04 07 G,3361.660551943813
2019-01-04 08 G,3921.216726681482
2019-01-04 09 G,4109.0947637070785
2019-01-04 10 G,4038.104199776471
2019-01-04 11 G,3859.2426558652314
2019-01-04 12 G,3530.057100479639
2019-01-04 13 G,3269.7421327954157
2019-01-04 14 G,3179.049263312911
2019-01-04 15 G,3105.7570036575407
2019-01-04 16 G,3151.434577841334
2019-01-04 17 G,3217.0805911744064
2019-01-04 18 G,3527.3495163302805
2019-01-04 19 G,3956.0533932949984
2019-01-04 20 G,4023.030266795989
2019-01-04 21 G,4051.8414548012443
2019-01-04 22 G,3910.581832455023
